"","doi","ps","reporting","p_value"
"1118","10.1016/j.jas.2018.09.009","p < 0.01) ","inequ",0.005
"1119","10.1016/j.jas.2018.09.008","p < 0.05 a","inequ",0.025
"1120","10.1016/j.jas.2018.09.008","p < 0.01. ","inequ",0.005
"1121","10.1016/j.jas.2018.09.008","p < 0.05 a","inequ",0.025
"1122","10.1016/j.jas.2018.09.008","p < 0.01. ","inequ",0.005
"1123","10.1016/j.jas.2018.09.008","p < 0.01) ","inequ",0.005
"1124","10.1016/j.jas.2018.09.008","p < 0.001)","inequ",5e-04
"1125","10.1016/j.jas.2018.09.008","p < 0.01) ","inequ",0.005
"1126","10.1016/j.jas.2018.09.008","p < 0.01) ","inequ",0.005
"1127","10.1016/j.jas.2018.09.008","p < 0.01) ","inequ",0.005
"1128","10.1016/j.jas.2018.09.008","p < 0.01) ","inequ",0.005
"1129","10.1016/j.jas.2018.09.008","p < 0.01) ","inequ",0.005
"1130","10.1016/j.jas.2018.10.001","p = 0.05) ","exact",0.05
"1131","10.1016/j.jas.2018.10.001","p < 0.0001","inequ",5e-05
"1132","10.1016/j.jas.2018.10.001","p < 0.0001","inequ",5e-05
"1133","10.1016/j.jas.2018.10.001","p < 0.0001","inequ",5e-05
"1134","10.1016/j.jas.2018.10.001","p < 0.0001","inequ",5e-05
"1135","10.1016/j.jas.2018.10.001","p < 0.0001","inequ",5e-05
"1136","10.1016/j.jas.2018.10.001","p < 0.0001","inequ",5e-05
"1137","10.1016/j.jas.2018.10.001","p < 0.0001","inequ",5e-05
"1138","10.1016/j.jas.2018.10.001","p < 0.0001","inequ",5e-05
"1139","10.1016/j.jas.2018.10.001","p < 0.0001","inequ",5e-05
"1140","10.1016/j.jas.2018.10.001","p < 0.0001","inequ",5e-05
"1141","10.1016/j.jas.2018.10.001","p < 0.0001","inequ",5e-05
"1142","10.1016/j.jas.2018.10.001","p < 0.0001","inequ",5e-05
"1143","10.1016/j.jas.2018.10.001","p < 0.0001","inequ",5e-05
"1144","10.1016/j.jas.2018.10.001","p < 0.0001","inequ",5e-05
"1145","10.1016/j.jas.2018.10.001","p = 0.003)","exact",0.003
"1146","10.1016/j.jas.2018.10.001","p < 0.75).","inequ",0.75
"1147","10.1016/j.jas.2018.10.001","p < 0.75) ","inequ",0.75
"1148","10.1016/j.jas.2018.10.002","p = 0.435;","exact",0.435
"1149","10.1016/j.jas.2018.10.002","p = 0.069)","exact",0.069
"1150","10.1016/j.jas.2018.10.002","p = 0.136;","exact",0.136
"1151","10.1016/j.jas.2018.10.002","p = 0.352)","exact",0.352
"1152","10.1016/j.jas.2018.10.002","p < 0.0001","inequ",5e-05
"1153","10.1016/j.jas.2018.10.002","p < 0.0001","inequ",5e-05
"1154","10.1016/j.jas.2018.10.002","p = 0.015)","exact",0.015
"1155","10.1016/j.jas.2018.10.002","p = 0.010)","exact",0.01
"1156","10.1016/j.jas.2018.10.002","p = 0.078)","exact",0.078
"1157","10.1016/j.jas.2018.10.002","p = 0.315)","exact",0.315
"1158","10.1016/j.jas.2018.10.002","p = 0.214)","exact",0.214
"1159","10.1016/j.jas.2018.10.002","p = 0.144;","exact",0.144
"1160","10.1016/j.jas.2018.10.002","p = 0.250;","exact",0.25
"1161","10.1016/j.jas.2018.10.002","p = 0.207)","exact",0.207
"1162","10.1016/j.jas.2018.10.002","p < 0.0001","inequ",5e-05
"1163","10.1016/j.jas.2018.10.002","p < 0.0001","inequ",5e-05
"1164","10.1016/j.jas.2018.10.002","p = 0.003)","exact",0.003
"1165","10.1016/j.jas.2018.10.002","p = 0.018;","exact",0.018
"1166","10.1016/j.jas.2018.10.002","p = 3; mea","exact",1e-05
"1167","10.1016/j.jas.2018.10.002","p = 0.343;","exact",0.343
"1168","10.1016/j.jas.2018.10.002","p = 0.054;","exact",0.054
"1169","10.1016/j.jas.2018.10.002","p = 0.066)","exact",0.066
"1170","10.1016/j.jas.2018.09.007","p = 30,195","exact",30195
"1171","10.1016/j.jas.2018.09.007","p = 11,376","exact",11376
"1172","10.1016/j.jas.2018.09.007","p = 8773; ","exact",8773
"1173","10.1016/j.jas.2018.09.007","p = 7018; ","exact",7018
"1174","10.1016/j.jas.2018.09.007","p = 1751; ","exact",1751
"1175","10.1016/j.jas.2018.09.007","p = 907; 1","exact",907
"1176","10.1016/j.jas.2018.09.007","p = 14,093","exact",14093
"1177","10.1016/j.jas.2018.09.007","p = 11,033","exact",11033
"1178","10.1016/j.jas.2018.09.007","p = 3040; ","exact",3040
"1179","10.1016/j.jas.2018.09.007","p = 2100; ","exact",2100
"1180","10.1016/j.jas.2018.09.007","p = 2787; ","exact",2787
"1181","10.1016/j.jas.2018.04.011","p < 0.05),","inequ",0.025
"1182","10.1016/j.jas.2018.04.011","p < 0.01),","inequ",0.005
"1183","10.1016/j.jas.2018.04.011","p < 0.001)","inequ",5e-04
"1184","10.1016/j.jas.2018.04.011","p > 0.05).","inequ",0.05
"1185","10.1016/j.jas.2018.09.013","p < 0.05. ","inequ",0.025
"1186","10.1016/j.jas.2018.09.014","p = 0.445)","exact",0.445
"1187","10.1016/j.jas.2018.09.010","p < 0.0001","inequ",5e-05
"1188","10.1016/j.jas.2018.08.007","p = palmit","exact",NA
"1189","10.1016/j.jas.2018.08.007","p = c16:0 ","exact",16
"1190","10.1016/j.jas.2018.08.017","p < 0.0001","inequ",5e-05
"1191","10.1016/j.jas.2018.08.016","p < 0.0001","inequ",5e-05
"1192","10.1016/j.jas.2018.08.016","p = 0.2088","exact",0.2088
"1193","10.1016/j.jas.2018.08.012","p < 0.001)","inequ",5e-04
"1194","10.1016/j.jas.2018.08.008","p = premol","exact",1e-05
"1195","10.1016/j.jas.2018.08.008","p = decidu","exact",1e-05
"1196","10.1016/j.jas.2018.08.008","p = 877). ","exact",877
"1197","10.1016/j.jas.2018.08.008","p = 271), ","exact",271
"1198","10.1016/j.jas.2018.08.008","p = 144) a","exact",144
"1199","10.1016/j.jas.2018.08.008","p = 130) (","exact",130
"1200","10.1016/j.jas.2018.08.008","p = 11). t","exact",11
"1201","10.1016/j.jas.2018.08.008","p = 3) has","exact",3
"1202","10.1016/j.jas.2018.08.008","p = 0.011)","exact",0.011
"1203","10.1016/j.jas.2018.08.008","p = 0.010)","exact",0.01
"1204","10.1016/j.jas.2018.08.008","p > 0.05),","inequ",0.05
"1205","10.1016/j.jas.2018.08.006","p < 0.05) ","inequ",0.025
"1206","10.1016/j.jas.2018.08.005","p = 0.0000","exact",0
"1207","10.1016/j.jas.2018.08.005","p = 0.0000","exact",0
"1208","10.1016/j.jas.2018.08.005","p = 0.4055","exact",0.4055
"1209","10.1016/j.jas.2018.08.005","p = 0.1201","exact",0.1201
"1210","10.1016/j.jas.2018.08.005","p = 0.0001","exact",1e-04
"1211","10.1016/j.jas.2018.08.005","p = 0.0003","exact",3e-04
"1212","10.1016/j.jas.2018.08.005","p = 0.0423","exact",0.0423
"1213","10.1016/j.jas.2018.08.005","p = 0.0001","exact",1e-04
"1214","10.1016/j.jas.2018.08.005","p = 0.0001","exact",1e-04
"1215","10.1016/j.jas.2018.08.002","p > 0.05) ","inequ",0.05
"1216","10.1016/j.jas.2018.08.002","p = 0.013)","exact",0.013
"1217","10.1016/j.jas.2018.08.002","p < 0.05) ","inequ",0.025
"1218","10.1016/j.jas.2018.08.001","p < 0.001 ","inequ",5e-04
"1219","10.1016/j.jas.2018.08.001","p = 0.089 ","exact",0.089
"1220","10.1016/j.jas.2018.08.001","p = 0.684 ","exact",0.684
"1221","10.1016/j.jas.2018.08.001","p = 0.029 ","exact",0.029
"1222","10.1016/j.jas.2018.08.001","p < 0.001 ","inequ",5e-04
"1223","10.1016/j.jas.2018.08.001","p < 0.001 ","inequ",5e-04
"1224","10.1016/j.jas.2018.08.001","p < 0.001;","inequ",5e-04
"1225","10.1016/j.jas.2018.08.001","p = 0.004)","exact",0.004
"1226","10.1016/j.jas.2018.08.001","p = 0.260)","exact",0.26
"1227","10.1016/j.jas.2018.08.001","p < 0.001)","inequ",5e-04
"1228","10.1016/j.jas.2018.08.001","p = 0.033;","exact",0.033
"1229","10.1016/j.jas.2018.08.001","p < 0.001)","inequ",5e-04
"1230","10.1016/j.jas.2018.08.001","p = 0.001)","exact",0.001
"1231","10.1016/j.jas.2018.07.014","p < 0.1,∗∗","inequ",0.1
"1232","10.1016/j.jas.2018.07.014","p < 0.05,∗","inequ",0.025
"1233","10.1016/j.jas.2018.07.014","p < 0.01).","inequ",0.005
"1234","10.1016/j.jas.2018.07.008","p < 0.0005","inequ",5e-04
"1235","10.1016/j.jas.2018.07.008","p < 0.0005","inequ",5e-04
"1236","10.1016/j.jas.2018.07.008","p < 0.0005","inequ",5e-04
"1237","10.1016/j.jas.2018.07.008","p < 0.0005","inequ",5e-04
"1238","10.1016/j.jas.2018.07.008","p = 0.093)","exact",0.093
"1239","10.1016/j.jas.2018.07.008","p < 0.0005","inequ",5e-04
"1240","10.1016/j.jas.2018.07.008","p < 0.0005","inequ",5e-04
"1241","10.1016/j.jas.2018.07.008","p = 0.093)","exact",0.093
"1242","10.1016/j.jas.2018.07.012","p = 0.002)","exact",0.002
"1243","10.1016/j.jas.2018.07.001","p = 0.0008","exact",8e-04
"1244","10.1016/j.jas.2018.07.001","p = 0.005)","exact",0.005
"1245","10.1016/j.jas.2018.07.001","p = 0.032)","exact",0.032
"1246","10.1016/j.jas.2018.06.008","p < 0.01, ","inequ",0.005
"1247","10.1016/j.jas.2018.06.008","p < 0.01) ","inequ",0.005
"1248","10.1016/j.jas.2018.06.008","p > 0.05 i","inequ",0.05
"1249","10.1016/j.jas.2018.06.006","p = 6157; ","exact",6157
"1250","10.1016/j.jas.2018.06.007","p = plasti","exact",NA
"1251","10.1016/j.jas.2018.05.011","p = (δ18 o","exact",18
"1252","10.1016/j.jas.2018.05.011","p = −27.9‰","exact",27.9
"1253","10.1016/j.jas.2018.05.011","p = +57.5‰","exact",57.5
"1254","10.1016/j.jas.2018.05.011","p = (δ18 o","exact",18
"1255","10.1016/j.jas.2018.05.011","p > 0.3). ","inequ",0.3
"1256","10.1016/j.jas.2018.05.011","p > 0.05),","inequ",0.05
"1257","10.1016/j.jas.2018.05.011","p = 0.0004","exact",4e-04
"1258","10.1016/j.jas.2018.05.011","p = 0.020)","exact",0.02
"1259","10.1016/j.jas.2018.05.011","p > 0.05).","inequ",0.05
"1260","10.1016/j.jas.2018.05.002","p < 0.05; ","inequ",0.025
"1261","10.1016/j.jas.2018.05.002","p < 0.01; ","inequ",0.005
"1262","10.1016/j.jas.2018.05.002","p < 0.001.","inequ",5e-04
"1263","10.1016/j.jas.2018.05.002","p = 8.02 t","exact",8.02
"1264","10.1016/j.jas.2018.05.002","p = 3.40 t","exact",3.4
"1265","10.1016/j.jas.2018.05.002","p = 5.10 g","exact",5.1
"1266","10.1016/j.jas.2018.05.002","p = 3.29 t","exact",3.29
"1267","10.1016/j.jas.2018.05.002","p = 5.11 g","exact",5.11
"1268","10.1016/j.jas.2018.05.002","p = 4.58 t","exact",4.58
"1269","10.1016/j.jas.2018.05.002","p = 7.50 g","exact",7.5
"1270","10.1016/j.jas.2018.05.002","p = 11.4; ","exact",11.4
"1271","10.1016/j.jas.2018.05.002","p = 5.21, ","exact",5.21
"1272","10.1016/j.jas.2018.05.002","p = 5.04, ","exact",5.04
"1273","10.1016/j.jas.2018.05.002","p = 8.01, ","exact",8.01
"1274","10.1016/j.jas.2018.05.002","p = 8.55, ","exact",8.55
"1275","10.1016/j.jas.2018.05.002","p = 4.02, ","exact",4.02
"1276","10.1016/j.jas.2018.05.005","p < 0.05. ","inequ",0.025
"1277","10.1016/j.jas.2018.05.005","p > 0.05) ","inequ",0.05
"1278","10.1016/j.jas.2018.03.011","p = 0.05).","exact",0.05
"1279","10.1016/j.jas.2018.04.001","p = alföld","exact",NA
"1280","10.1016/j.jas.2018.04.001","p = transd","exact",NA
"1281","10.1016/j.jas.2018.04.001","p = pig, s","exact",NA
"1282","10.1016/j.jas.2018.04.001","p < 0.001,","inequ",5e-04
"1283","10.1016/j.jas.2018.04.001","p = 0.0109","exact",0.0109
"1284","10.1016/j.jas.2018.03.009","p = sand p","exact",NA
"1285","10.1016/j.jas.2018.03.006","p = .03). ","exact",0.03
"1286","10.1016/j.jas.2018.03.006","p = .86) a","exact",0.86
"1287","10.1016/j.jas.2018.03.006","p = .13). ","exact",0.13
"1288","10.1016/j.jas.2018.03.006","p < .01). ","inequ",0.01
"1289","10.1016/j.jas.2018.03.006","p = .02). ","exact",0.02
"1290","10.1016/j.jas.2018.03.006","p = .03) a","exact",0.03
"1291","10.1016/j.jas.2018.03.006","p = .01), ","exact",0.01
"1292","10.1016/j.jas.2018.03.006","p < .05). ","inequ",0.05
"1293","10.1016/j.jas.2018.03.002","p = high-m","exact",NA
"1294","10.1016/j.jas.2018.03.002","p = high-f","exact",NA
"1295","10.1016/j.jas.2018.02.018","p = 0.0005","exact",5e-04
"1296","10.1016/j.jas.2018.02.018","p = 0.0090","exact",0.009
"1297","10.1016/j.jas.2018.01.011","p = 1914) ","exact",1914
"1298","10.1016/j.jas.2018.01.011","p = 721) 0","exact",721
"1299","10.1016/j.jas.2018.01.011","p = 8847) ","exact",8847
"1300","10.1016/j.jas.2018.01.011","p = 212) 0","exact",212
"1301","10.1016/j.jas.2018.01.011","p = 997) 0","exact",997
"1302","10.1016/j.jas.2018.01.011","p = 1914),","exact",1914
"1303","10.1016/j.jas.2018.01.011","p = 721), ","exact",721
"1304","10.1016/j.jas.2018.01.011","p = 8847),","exact",8847
"1305","10.1016/j.jas.2018.01.011","p = 212) a","exact",212
"1306","10.1016/j.jas.2018.01.011","p = 997). ","exact",997
"1307","10.1016/j.jas.2018.02.004","p < 0.05, ","inequ",0.025
"1308","10.1016/j.jas.2018.02.004","p < 0.022)","inequ",0.022
"1309","10.1016/j.jas.2018.02.004","p < 0.001)","inequ",5e-04
"1310","10.1016/j.jas.2018.02.004","p < 0.001)","inequ",5e-04
"1311","10.1016/j.jas.2018.02.010","p = s ∈ p ","exact",NA
"1312","10.1016/j.jas.2018.02.010","p = 1 p d ","exact",1
"1313","10.1016/j.jas.2018.01.004","p < 0.0001","inequ",5e-05
"1314","10.1016/j.jas.2018.01.006","p < .05 su","inequ",0.05
"1315","10.1016/j.jas.2018.01.006","p < .05 su","inequ",0.05
"1316","10.1016/j.jas.2018.01.006","p < .05 or","inequ",0.05
"1317","10.1016/j.jas.2018.01.006","p = <0.001","inequ",5e-04
"1318","10.1016/j.jas.2018.01.006","p = <0.001","inequ",5e-04
"1319","10.1016/j.jas.2018.01.006","p = <0.001","inequ",5e-04
"1320","10.1016/j.jas.2018.01.006","p = .0489)","exact",0.0489
"1321","10.1016/j.jas.2018.01.006","p = .0370)","exact",0.037
"1322","10.1016/j.jas.2018.01.006","p = .0362)","exact",0.0362
"1323","10.1016/j.jas.2018.01.006","p = .0115)","exact",0.0115
"1324","10.1016/j.jas.2018.01.006","p = .0035)","exact",0.0035
"1325","10.1016/j.jas.2018.01.006","p = .0007)","exact",7e-04
"1326","10.1016/j.jas.2018.01.006","p < .001) ","inequ",0.001
"1327","10.1016/j.jas.2018.01.006","p = .0390)","exact",0.039
"1328","10.1016/j.jas.2018.01.006","p < .001) ","inequ",0.001
"1329","10.1016/j.jas.2018.01.006","p < .0001)","inequ",1e-04
"1330","10.1016/j.jas.2018.01.006","p < .0001)","inequ",1e-04
"1331","10.1016/j.jas.2018.01.006","p < .0001)","inequ",1e-04
"1332","10.1016/j.jas.2018.01.005","p = 0,9999","exact",9999
"1333","10.1016/j.jas.2018.01.005","p = 0,9999","exact",9999
"1334","10.1016/j.jas.2018.01.005","p = 0,9999","exact",9999
"1335","10.1016/j.jas.2018.01.005","p = 0,9999","exact",9999
"1336","10.1016/j.jas.2018.01.008","p = 0.39; ","exact",0.39
"1337","10.1016/j.jas.2018.01.008","p = 0.99 r","exact",0.99
"1338","10.1016/j.jas.2018.01.008","p = 0.057,","exact",0.057
"1339","10.1016/j.jas.2018.01.008","p = 0.0006","exact",6e-04
"1340","10.1016/j.jas.2018.01.008","p = 6.799e","exact",1e-05
"1341","10.1016/j.jas.2018.01.008","p = .039) ","exact",0.039
"1342","10.1016/j.jas.2018.01.003","p = .0001 ","exact",1e-04
"1343","10.1016/j.jas.2018.01.003","p = .0001 ","exact",1e-04
"1344","10.1016/j.jas.2018.01.003","p = .0002 ","exact",2e-04
"1345","10.1016/j.jas.2018.01.003","p = .0268,","exact",0.0268
"1346","10.1016/j.jas.2017.12.008","p = an ann","exact",NA
"1347","10.1016/j.jas.2017.12.004","p = 836, e","exact",1e-05
"1348","10.1016/j.jas.2017.12.003","p = .0) an","exact",0
"1349","10.1016/j.jas.2017.12.003","p = .0), a","exact",0
"1350","10.1016/j.jas.2017.12.003","p = .02), ","exact",0.02
"1351","10.1016/j.jas.2017.12.003","p = .06). ","exact",0.06
"1352","10.1016/j.jas.2017.12.007","p = 92%. i","exact",92
"1353","10.1016/j.jas.2017.12.007","p = 86%. g","exact",86
"1354","10.1016/j.jas.2017.12.001","p = 0.7536","exact",0.7536
"1355","10.1016/j.jas.2017.10.004","p < 0.0001","inequ",5e-05
"1356","10.1016/j.jas.2017.10.004","p = 0.5). ","exact",0.5
"1357","10.1016/j.jas.2017.06.012","p = chalco","exact",NA
"1358","10.1016/j.jas.2017.06.012","p = cuprit","exact",NA
"1359","10.1016/j.jas.2017.06.012","p < 0.001)","inequ",5e-04
"1360","10.1016/j.jas.2017.06.012","p = 0.067)","exact",0.067
"1361","10.1016/j.jas.2017.09.009","p = 0.050)","exact",0.05
"1362","10.1016/j.jas.2017.09.009","p = 0.571)","exact",0.571
"1363","10.1016/j.jas.2017.09.009","p = 0.007)","exact",0.007
"1364","10.1016/j.jas.2017.09.009","p > 0.05) ","inequ",0.05
"1365","10.1016/j.jas.2017.09.009","p = 0.940;","exact",0.94
"1366","10.1016/j.jas.2017.09.009","p = 0.000)","exact",0
"1367","10.1016/j.jas.2017.09.013","p = 0.55),","exact",0.55
"1368","10.1016/j.jas.2017.09.013","p = 0.40).","exact",0.4
"1369","10.1016/j.jas.2017.09.002","p < 0.05).","inequ",0.025
"1370","10.1016/j.jas.2017.09.002","p = 0.05) ","exact",0.05
"1371","10.1016/j.jas.2017.10.001","p = 0.001)","exact",0.001
"1372","10.1016/j.jas.2017.08.002","p = 0.000;","exact",0
"1373","10.1016/j.jas.2017.08.002","p = 0.000;","exact",0
"1374","10.1016/j.jas.2017.08.002","p = 0.001 ","exact",0.001
"1375","10.1016/j.jas.2017.08.002","p = 0.000;","exact",0
"1376","10.1016/j.jas.2017.08.002","p = 0.000;","exact",0
"1377","10.1016/j.jas.2017.08.002","p = 0.790.","exact",0.79
"1378","10.1016/j.jas.2017.08.002","p = 0.000;","exact",0
"1379","10.1016/j.jas.2017.08.002","p = 0.000;","exact",0
"1380","10.1016/j.jas.2017.08.002","p = 0.037.","exact",0.037
"1381","10.1016/j.jas.2017.08.002","p = 0.000;","exact",0
"1382","10.1016/j.jas.2017.08.002","p = 0.000.","exact",0
"1383","10.1016/j.jas.2017.08.002","p = 0.179.","exact",0.179
"1384","10.1016/j.jas.2017.06.014","p < 2.2e-1","inequ",1e-05
"1385","10.1016/j.jas.2017.06.014","p < 2.2e-1","inequ",1e-05
"1386","10.1016/j.jas.2017.06.014","p < 2.2e-1","inequ",1e-05
"1387","10.1016/j.jas.2017.06.014","p < 2.2e-1","inequ",1e-05
"1388","10.1016/j.jas.2017.06.014","p < 0.05 t","inequ",0.025
"1389","10.1016/j.jas.2017.06.014","p > 0.001)","inequ",0.001
"1390","10.1016/j.jas.2017.06.014","p < 0.001)","inequ",5e-04
"1391","10.1016/j.jas.2017.06.014","p = 0.819)","exact",0.819
"1392","10.1016/j.jas.2017.06.014","p = 0.283)","exact",0.283
"1393","10.1016/j.jas.2017.06.014","p < 0.001)","inequ",5e-04
"1394","10.1016/j.jas.2017.06.014","p < 0.001)","inequ",5e-04
"1395","10.1016/j.jas.2017.06.014","p < 0.001)","inequ",5e-04
"1396","10.1016/j.jas.2017.06.014","p = 0.6055","exact",0.6055
"1397","10.1016/j.jas.2017.06.014","p = 0.8550","exact",0.855
"1398","10.1016/j.jas.2017.06.014","p < 0.001)","inequ",5e-04
"1399","10.1016/j.jas.2017.06.014","p = 0.81) ","exact",0.81
"1400","10.1016/j.jas.2017.06.014","p = 0.67; ","exact",0.67
"1401","10.1016/j.jas.2017.06.014","p = 0.32).","exact",0.32
"1402","10.1016/j.jas.2017.06.009","p = 0.591)","exact",0.591
"1403","10.1016/j.jas.2017.06.009","p < 0.001)","inequ",5e-04
"1404","10.1016/j.jas.2017.06.009","p = 0.078)","exact",0.078
"1405","10.1016/j.jas.2017.06.009","p < 0.001)","inequ",5e-04
"1406","10.1016/j.jas.2017.06.009","p = 0.005)","exact",0.005
"1407","10.1016/j.jas.2017.06.009","p < 0.001)","inequ",5e-04
"1408","10.1016/j.jas.2017.06.009","p < 0.001)","inequ",5e-04
"1409","10.1016/j.jas.2017.06.013","p < 0.001;","inequ",5e-04
"1410","10.1016/j.jas.2017.06.013","p < 0.001)","inequ",5e-04
"1411","10.1016/j.jas.2017.06.013","p = 0.153)","exact",0.153
"1412","10.1016/j.jas.2017.04.004","p = 0.69),","exact",0.69
"1413","10.1016/j.jas.2017.04.004","p = 0.69),","exact",0.69
"1414","10.1016/j.jas.2017.04.004","p < 0.05, ","inequ",0.025
"1415","10.1016/j.jas.2017.04.004","p = 0.2, x","exact",0.2
"1416","10.1016/j.jas.2017.04.004","p = 66, id","exact",66
"1417","10.1016/j.jas.2017.04.007","p > 0.05).","inequ",0.05
"1418","10.1016/j.jas.2017.05.001","p = 3.5–3.","exact",3.5
"1419","10.1016/j.jas.2017.05.001","p < 3.0). ","inequ",3
"1420","10.1016/j.jas.2017.04.001","p = 0.0005","exact",5e-04
"1421","10.1016/j.jas.2017.04.001","p = 0.002)","exact",0.002
"1422","10.1016/j.jas.2017.04.001","p = 0,023 ","exact",23
"1423","10.1016/j.jas.2017.04.001","p = 0.045)","exact",0.045
"1424","10.1016/j.jas.2017.03.009","p < 0.001 ","inequ",5e-04
"1425","10.1016/j.jas.2017.03.009","p < 0.001 ","inequ",5e-04
"1426","10.1016/j.jas.2017.03.010","p = 3522 μ","exact",3522
"1427","10.1016/j.jas.2017.03.010","p = 3093 μ","exact",3093
"1428","10.1016/j.jas.2017.03.010","p = 12251 ","exact",12251
"1429","10.1016/j.jas.2017.03.010","p = 3929 μ","exact",3929
"1430","10.1016/j.jas.2017.03.010","p = 2.67 a","exact",2.67
"1431","10.1016/j.jas.2017.03.004","p = 0.0046","exact",0.0046
"1432","10.1016/j.jas.2017.03.004","p = 0.0082","exact",0.0082
"1433","10.1016/j.jas.2017.03.004","p = 0.0067","exact",0.0067
"1434","10.1016/j.jas.2017.02.003","p = 1.14 ×","exact",1.14
"1435","10.1016/j.jas.2017.02.003","p = 0.1785","exact",0.1785
"1436","10.1016/j.jas.2017.02.001","p < 0.5; d","inequ",0.5
"1437","10.1016/j.jas.2017.02.001","p < 0.5; d","inequ",0.5
"1438","10.1016/j.jas.2017.01.008","p < 0.05. ","inequ",0.025
"1439","10.1016/j.jas.2017.01.008","p < 0.05. ","inequ",0.025
"1440","10.1016/j.jas.2017.01.008","p < 0.05. ","inequ",0.025
"1441","10.1016/j.jas.2017.01.008","p < 0.05) ","inequ",0.025
"1442","10.1016/j.jas.2017.01.008","p < 0.05 v","inequ",0.025
"1443","10.1016/j.jas.2017.01.008","p = 0.412)","exact",0.412
"1444","10.1016/j.jas.2017.01.008","p = 0.005)","exact",0.005
"1445","10.1016/j.jas.2017.01.005","p = 0.04),","exact",0.04
"1446","10.1016/j.jas.2017.01.005","p = 0.35) ","exact",0.35
"1447","10.1016/j.jas.2017.01.005","p = 0.63).","exact",0.63
"1448","10.1016/j.jas.2016.12.006","p = 0.223;","exact",0.223
"1449","10.1016/j.jas.2016.12.006","p = 0.148)","exact",0.148
"1450","10.1016/j.jas.2016.12.006","p = 0.335 ","exact",0.335
"1451","10.1016/j.jas.2016.12.006","p = 0.131 ","exact",0.131
"1452","10.1016/j.jas.2016.12.006","p = 0.003)","exact",0.003
"1453","10.1016/j.jas.2016.12.006","p = 0.001)","exact",0.001
"1454","10.1016/j.jas.2016.12.006","p = 0.327 ","exact",0.327
"1455","10.1016/j.jas.2016.12.006","p = 0.304 ","exact",0.304
"1456","10.1016/j.jas.2016.12.006","p = 0.256)","exact",0.256
"1457","10.1016/j.jas.2016.12.006","p = 0.549;","exact",0.549
"1458","10.1016/j.jas.2016.12.006","p < 0.005 ","inequ",0.005
"1459","10.1016/j.jas.2016.12.006","p < 0.005 ","inequ",0.005
"1460","10.1016/j.jas.2016.12.006","p = 0.30) ","exact",0.3
"1461","10.1016/j.jas.2016.12.006","p = 0.11) ","exact",0.11
"1462","10.1016/j.jas.2016.12.006","p = 0.06),","exact",0.06
"1463","10.1016/j.jas.2016.12.006","p = 0.02).","exact",0.02
"1464","10.1016/j.jas.2016.11.010","p = 0.027)","exact",0.027
"1465","10.1016/j.jas.2016.11.010","p = 0.018)","exact",0.018
"1466","10.1016/j.jas.2016.12.005","p = premol","exact",1e-05
"1467","10.1016/j.jas.2016.11.001","p = 0.05).","exact",0.05
"1468","10.1016/j.jas.2016.11.001","p < 0.001.","inequ",5e-04
"1469","10.1016/j.jas.2016.11.001","p = 0.884)","exact",0.884
"1470","10.1016/j.jas.2016.11.001","p < 0.0001","inequ",5e-05
"1471","10.1016/j.jas.2016.11.001","p < 0.0001","inequ",5e-05
"1472","10.1016/j.jas.2016.11.001","p < 0.0001","inequ",5e-05
"1473","10.1016/j.jas.2016.11.001","p < 0.0001","inequ",5e-05
"1474","10.1016/j.jas.2016.12.001","p < 0.05).","inequ",0.025
"1475","10.1016/j.jas.2016.12.001","p > 0.05 f","inequ",0.05
"1476","10.1016/j.jas.2016.12.002","p = proxim","exact",NA
"1477","10.1016/j.jas.2016.12.002","p = 2.14e-","exact",1e-05
"1478","10.1016/j.jas.2016.12.002","p = 3.35e-","exact",1e-05
"1479","10.1016/j.jas.2016.12.002","p = 4.26e-","exact",1e-05
"1480","10.1016/j.jas.2016.12.002","p = 3.29e-","exact",1e-05
"1481","10.1016/j.jas.2016.12.002","p = 1.13e-","exact",1e-05
"1482","10.1016/j.jas.2016.12.002","p = 1.66e-","exact",1e-05
"1483","10.1016/j.jas.2016.12.002","p = 3.97e-","exact",1e-05
"1484","10.1016/j.jas.2016.12.002","p = 2.60e-","exact",1e-05
"1485","10.1016/j.jas.2016.12.002","p = 2.30e-","exact",1e-05
"1486","10.1016/j.jas.2016.12.002","p = 1.66e-","exact",1e-05
"1487","10.1016/j.jas.2016.12.002","p = 6.22e-","exact",1e-05
"1488","10.1016/j.jas.2016.12.002","p = 3.54e-","exact",1e-05
"1489","10.1016/j.jas.2016.12.002","p = 4.00e-","exact",1e-05
"1490","10.1016/j.jas.2016.12.002","p = 2.25e-","exact",1e-05
"1491","10.1016/j.jas.2016.12.002","p = 5.48e-","exact",1e-05
"1492","10.1016/j.jas.2016.12.002","p = 1.85e-","exact",1e-05
"1493","10.1016/j.jas.2016.11.004","p = 0.91).","exact",0.91
"1494","10.1016/j.jas.2016.11.004","p = 0.013)","exact",0.013
"1495","10.1016/j.jas.2016.11.004","p = 0.088)","exact",0.088
"1496","10.1016/j.jas.2016.11.004","p = 0.676)","exact",0.676
"1497","10.1016/j.jas.2016.11.004","p = 0.036)","exact",0.036
"1498","10.1016/j.jas.2016.11.008","p < 0.0001","inequ",5e-05
"1499","10.1016/j.jas.2016.11.008","p < 0.0001","inequ",5e-05
