"","doi","ps","reporting","p_value"
"405","10.1016/j.jas.2021.105518","p = 0.0284","exact",0.0284
"406","10.1016/j.jas.2021.105518","p = 0.0281","exact",0.0281
"407","10.1016/j.jas.2021.105518","p = 0.0281","exact",0.0281
"408","10.1016/j.jas.2021.105514","p < 0.01).","inequ",0.005
"409","10.1016/j.jas.2021.105514","p < 0.001 ","inequ",5e-04
"410","10.1016/j.jas.2021.105514","p = 0.696 ","exact",0.696
"411","10.1016/j.jas.2021.105514","p = 0.249 ","exact",0.249
"412","10.1016/j.jas.2021.105514","p < 0.001 ","inequ",5e-04
"413","10.1016/j.jas.2021.105514","p < 0.01 (","inequ",0.005
"414","10.1016/j.jas.2021.105514","p = 0.25).","exact",0.25
"415","10.1016/j.jas.2021.105514","p = 0.007)","exact",0.007
"416","10.1016/j.jas.2021.105514","p = 0.003)","exact",0.003
"417","10.1016/j.jas.2021.105514","p = 0.008)","exact",0.008
"418","10.1016/j.jas.2021.105514","p < 0.001)","inequ",5e-04
"419","10.1016/j.jas.2021.105514","p = 0.004)","exact",0.004
"420","10.1016/j.jas.2021.105514","p = 0.009)","exact",0.009
"421","10.1016/j.jas.2021.105514","p = 0.008)","exact",0.008
"422","10.1016/j.jas.2021.105514","p = 0,04) ","exact",4
"423","10.1016/j.jas.2021.105514","p = 0.03) ","exact",0.03
"424","10.1016/j.jas.2021.105510","p = 0.158)","exact",0.158
"425","10.1016/j.jas.2021.105509","p > 0.02 f","inequ",0.02
"426","10.1016/j.jas.2021.105509","p = 0.01).","exact",0.01
"427","10.1016/j.jas.2021.105509","p = 0.19).","exact",0.19
"428","10.1016/j.jas.2021.105509","p = 0.01).","exact",0.01
"429","10.1016/j.jas.2021.105509","p = 0.03 f","exact",0.03
"430","10.1016/j.jas.2021.105509","p = 0.01 f","exact",0.01
"431","10.1016/j.jas.2021.105509","p < 0.01).","inequ",0.005
"432","10.1016/j.jas.2021.105509","p < 0.01) ","inequ",0.005
"433","10.1016/j.jas.2021.105509","p < 0.01).","inequ",0.005
"434","10.1016/j.jas.2021.105509","p > 0.02 f","inequ",0.02
"435","10.1016/j.jas.2021.105509","p < 0.01) ","inequ",0.005
"436","10.1016/j.jas.2021.105505","p = 0.22).","exact",0.22
"437","10.1016/j.jas.2021.105505","p = 0.03 <","inequ",0.03
"438","10.1016/j.jas.2021.105499","p = .960 (","exact",0.96
"439","10.1016/j.jas.2021.105499","p = .006. ","exact",0.006
"440","10.1016/j.jas.2021.105475","p = west p","exact",1e-05
"441","10.1016/j.jas.2021.105475","p = french","exact",1e-05
"442","10.1016/j.jas.2020.105300","p = 0.0200","exact",0.02
"443","10.1016/j.jas.2020.105300","p < 0.05, ","inequ",0.025
"444","10.1016/j.jas.2020.105300","p = 0.096 ","exact",0.096
"445","10.1016/j.jas.2021.105480","p = carbon","exact",NA
"446","10.1016/j.jas.2021.105464","p = 0.012)","exact",0.012
"447","10.1016/j.jas.2021.105464","p = 0.108)","exact",0.108
"448","10.1016/j.jas.2021.105467","p = 0.725)","exact",0.725
"449","10.1016/j.jas.2021.105467","p = 0.853,","exact",0.853
"450","10.1016/j.jas.2021.105467","p = 0.124,","exact",0.124
"451","10.1016/j.jas.2021.105467","p = 0.601,","exact",0.601
"452","10.1016/j.jas.2021.105467","p = 0.613)","exact",0.613
"453","10.1016/j.jas.2021.105451","p = la cas","exact",NA
"454","10.1016/j.jas.2021.105451","p = 0.007)","exact",0.007
"455","10.1016/j.jas.2021.105451","p = 0.016)","exact",0.016
"456","10.1016/j.jas.2021.105451","p = 0.024)","exact",0.024
"457","10.1016/j.jas.2021.105451","p = 0.001)","exact",0.001
"458","10.1016/j.jas.2021.105451","p < 0.001)","inequ",5e-04
"459","10.1016/j.jas.2021.105451","p < 0.001)","inequ",5e-04
"460","10.1016/j.jas.2021.105451","p = 0.258;","exact",0.258
"461","10.1016/j.jas.2021.105451","p = 0.551)","exact",0.551
"462","10.1016/j.jas.2021.105451","p = 0.002)","exact",0.002
"463","10.1016/j.jas.2021.105451","p < 0.001)","inequ",5e-04
"464","10.1016/j.jas.2021.105454","p = 0.05) ","exact",0.05
"465","10.1016/j.jas.2021.105454","p = 2.9562","exact",2.9562
"466","10.1016/j.jas.2021.105454","p = 0.42; ","exact",0.42
"467","10.1016/j.jas.2021.105454","p = 0.22; ","exact",0.22
"468","10.1016/j.jas.2021.105454","p = 0.57; ","exact",0.57
"469","10.1016/j.jas.2021.105454","p = 0.35).","exact",0.35
"470","10.1016/j.jas.2021.105439","p < 0.001)","inequ",5e-04
"471","10.1016/j.jas.2021.105439","p < 0.05),","inequ",0.025
"472","10.1016/j.jas.2021.105439","p > 0.05).","inequ",0.05
"473","10.1016/j.jas.2021.105435","p = .020, ","exact",0.02
"474","10.1016/j.jas.2021.105435","p = .007, ","exact",0.007
"475","10.1016/j.jas.2021.105438","p < 0.05).","inequ",0.025
"476","10.1016/j.jas.2021.105438","p > 0.05),","inequ",0.05
"477","10.1016/j.jas.2021.105438","p < 0.05; ","inequ",0.025
"478","10.1016/j.jas.2021.105438","p > 0.05) ","inequ",0.05
"479","10.1016/j.jas.2021.105433","p < 0.05) ","inequ",0.025
"480","10.1016/j.jas.2021.105434","p = (a/b) ","exact",NA
"481","10.1016/j.jas.2021.105434","p < 0.001,","inequ",5e-04
"482","10.1016/j.jas.2021.105434","p < 0.001,","inequ",5e-04
"483","10.1016/j.jas.2021.105434","p = 0.01, ","exact",0.01
"484","10.1016/j.jas.2021.105434","p = 0.03, ","exact",0.03
"485","10.1016/j.jas.2021.105434","p = 0.023,","exact",0.023
"486","10.1016/j.jas.2021.105434","p < 0.001,","inequ",5e-04
"487","10.1016/j.jas.2021.105434","p = 0.03, ","exact",0.03
"488","10.1016/j.jas.2021.105434","p = 0.001,","exact",0.001
"489","10.1016/j.jas.2021.105434","p < 0.001,","inequ",5e-04
"490","10.1016/j.jas.2021.105434","p < 0.001,","inequ",5e-04
"491","10.1016/j.jas.2021.105437","p < 0.05. ","inequ",0.025
"492","10.1016/j.jas.2021.105437","p = 0.01),","exact",0.01
"493","10.1016/j.jas.2021.105437","p = 0.03).","exact",0.03
"494","10.1016/j.jas.2021.105420","p < .001 t","inequ",0.001
"495","10.1016/j.jas.2021.105420","p = .005; ","exact",0.005
"496","10.1016/j.jas.2021.105416","p < 0.001)","inequ",5e-04
"497","10.1016/j.jas.2021.105416","p = 0.004,","exact",0.004
"498","10.1016/j.jas.2021.105416","p < 0.001;","inequ",5e-04
"499","10.1016/j.jas.2021.105416","p < 0.001;","inequ",5e-04
"500","10.1016/j.jas.2021.105416","p = 0.135)","exact",0.135
"501","10.1016/j.jas.2021.105416","p = 0.599)","exact",0.599
"502","10.1016/j.jas.2021.105414","p < 0.05) ","inequ",0.025
"503","10.1016/j.jas.2021.105414","p < 0.05 f","inequ",0.025
"504","10.1016/j.jas.2021.105419","p < 0.05).","inequ",0.025
"505","10.1016/j.jas.2021.105381","p < 47 mm ","inequ",47
"506","10.1016/j.jas.2021.105380","p = 0.684 ","exact",0.684
"507","10.1016/j.jas.2021.105408","p = 2.09 ±","exact",2.09
"508","10.1016/j.jas.2021.105408","p = 2.30 ±","exact",2.3
"509","10.1016/j.jas.2021.105359","p = .003, ","exact",0.003
"510","10.1016/j.jas.2021.105359","p > .0004;","inequ",4e-04
"511","10.1016/j.jas.2021.105359","p < .01; m","inequ",0.01
"512","10.1016/j.jas.2021.105359","p < .01]).","inequ",0.01
"513","10.1016/j.jas.2021.105359","p < .01)(f","inequ",0.01
"514","10.1016/j.jas.2021.105359","p < .01). ","inequ",0.01
"515","10.1016/j.jas.2021.105359","p < .01), ","inequ",0.01
"516","10.1016/j.jas.2021.105359","p < .01) t","inequ",0.01
"517","10.1016/j.jas.2021.105359","p = .01). ","exact",0.01
"518","10.1016/j.jas.2021.105359","p < .01; f","inequ",0.01
"519","10.1016/j.jas.2021.105359","p < .01). ","inequ",0.01
"520","10.1016/j.jas.2021.105359","p < .01; f","inequ",0.01
"521","10.1016/j.jas.2021.105359","p < .01), ","inequ",0.01
"522","10.1016/j.jas.2021.105396","p = hydrox","exact",NA
"523","10.1016/j.jas.2021.105412","p = 0.013)","exact",0.013
"524","10.1016/j.jas.2021.105412","p = 0.23).","exact",0.23
"525","10.1016/j.jas.2021.105375","p = hypoth","exact",NA
"526","10.1016/j.jas.2021.105382","p < .001 (","inequ",0.001
"527","10.1016/j.jas.2021.105382","p < .001 a","inequ",0.001
"528","10.1016/j.jas.2021.105382","p = .006 r","exact",0.006
"529","10.1016/j.jas.2021.105382","p < .001. ","inequ",0.001
"530","10.1016/j.jas.2021.105382","p < .001 a","inequ",0.001
"531","10.1016/j.jas.2021.105382","p = .002 r","exact",0.002
"532","10.1016/j.jas.2021.105382","p < .001) ","inequ",0.001
"533","10.1016/j.jas.2021.105382","p = .029) ","exact",0.029
"534","10.1016/j.jas.2021.105344","p = 0.1238","exact",0.1238
"535","10.1016/j.jas.2021.105367","p = 0.008)","exact",0.008
"536","10.1016/j.jas.2021.105367","p = 0.014)","exact",0.014
"537","10.1016/j.jas.2021.105355","p > 0.05).","inequ",0.05
"538","10.1016/j.jas.2020.105312","p = 0.0013","exact",0.0013
"539","10.1016/j.jas.2020.105312","p < 0.001)","inequ",5e-04
"540","10.1016/j.jas.2020.105312","p = 0.0013","exact",0.0013
"541","10.1016/j.jas.2020.105313","p = 0.93; ","exact",0.93
"542","10.1016/j.jas.2020.105313","p = 0.70) ","exact",0.7
"543","10.1016/j.jas.2021.105336","p = 5.4 × ","exact",5.4
"544","10.1016/j.jas.2021.105336","p = 0.06 f","exact",0.06
"545","10.1016/j.jas.2021.105336","p = 2.3 ± ","exact",2.3
"546","10.1016/j.jas.2021.105337","p = 0.036,","exact",0.036
"547","10.1016/j.jas.2020.105311","p = t r u ","exact",NA
"548","10.1016/j.jas.2020.105318","p = 15.6%)","exact",15.6
"549","10.1016/j.jas.2020.105318","p = 16.9%)","exact",16.9
"550","10.1016/j.jas.2020.105318","p = 18.6%)","exact",18.6
"551","10.1016/j.jas.2020.105318","p = 20.3%)","exact",20.3
"552","10.1016/j.jas.2020.105318","p = 16.6%)","exact",16.6
"553","10.1016/j.jas.2020.105309","p = bonnie","exact",1e-05
"554","10.1016/j.jas.2020.105309","p= bonnie","exact",1e-05
"555","10.1016/j.jas.2020.105309","p = slope ","exact",1e-05
"556","10.1016/j.jas.2020.105306","p = n b ∕ ","exact",NA
"557","10.1016/j.jas.2020.105306","p < 0 . 01","inequ",0
"558","10.1016/j.jas.2020.105306","p < 0 . 01","inequ",0
"559","10.1016/j.jas.2020.105292","p = ≪ 0.00","exact",0
"560","10.1016/j.jas.2020.105292","p = 0.0016","exact",0.0016
"561","10.1016/j.jas.2020.105310","p < 0.025 ","inequ",0.025
"562","10.1016/j.jas.2020.105310","p < 0.05 9","inequ",0.025
"563","10.1016/j.jas.2020.105308","p < 0.01 f","inequ",0.005
"564","10.1016/j.jas.2020.105308","p < 0.01, ","inequ",0.005
"565","10.1016/j.jas.2020.105308","p < 0.01 f","inequ",0.005
"566","10.1016/j.jas.2020.105303","p = founda","exact",NA
"567","10.1016/j.jas.2020.105294","p < 0.001)","inequ",5e-04
"568","10.1016/j.jas.2020.105294","p = 0.323)","exact",0.323
"569","10.1016/j.jas.2020.105294","p = 0.006)","exact",0.006
"570","10.1016/j.jas.2020.105294","p = 0.004)","exact",0.004
"571","10.1016/j.jas.2020.105294","p = 0.03).","exact",0.03
"572","10.1016/j.jas.2020.105294","p = 0.332)","exact",0.332
"573","10.1016/j.jas.2020.105294","p = 0.912)","exact",0.912
"574","10.1016/j.jas.2020.105294","p = 0.981)","exact",0.981
"575","10.1016/j.jas.2020.105294","p = 0.084)","exact",0.084
"576","10.1016/j.jas.2020.105294","p = 0.002)","exact",0.002
"577","10.1016/j.jas.2020.105294","p = 0.696)","exact",0.696
"578","10.1016/j.jas.2020.105294","p = 0.049)","exact",0.049
"579","10.1016/j.jas.2020.105294","p = 0.641.","exact",0.641
"580","10.1016/j.jas.2020.105294","p = 0.812,","exact",0.812
"581","10.1016/j.jas.2020.105294","p = 0.34, ","exact",0.34
"582","10.1016/j.jas.2020.105294","p = 0.008.","exact",0.008
"583","10.1016/j.jas.2020.105307","p < 0.05) ","inequ",0.025
"584","10.1016/j.jas.2020.105214","p < 0.0001","inequ",5e-05
"585","10.1016/j.jas.2020.105214","p < 0.001;","inequ",5e-04
"586","10.1016/j.jas.2020.105214","p < 0.01; ","inequ",0.005
"587","10.1016/j.jas.2020.105214","p > 0.01, ","inequ",0.01
"588","10.1016/j.jas.2020.105272","p = 2.06 ±","exact",2.06
"589","10.1016/j.jas.2020.105272","p = 2.25 ±","exact",2.25
"590","10.1016/j.jas.2020.105272","p = 2.1. w","exact",2.1
"591","10.1016/j.jas.2020.105296","p = 0.004)","exact",0.004
"592","10.1016/j.jas.2020.105296","p = 0.01),","exact",0.01
"593","10.1016/j.jas.2020.105296","p = 0.0003","exact",3e-04
"594","10.1016/j.jas.2020.105293","p = phaseo","exact",1e-05
"595","10.1016/j.jas.2020.105291","p = 0.67).","exact",0.67
"596","10.1016/j.jas.2020.105291","p = 0.06).","exact",0.06
"597","10.1016/j.jas.2020.105291","p = 0.01) ","exact",0.01
"598","10.1016/j.jas.2020.105291","p = 0.02) ","exact",0.02
"599","10.1016/j.jas.2020.105291","p = 0.6), ","exact",0.6
"600","10.1016/j.jas.2020.105291","p = 0.12),","exact",0.12
"601","10.1016/j.jas.2020.105291","p = 0.1) o","exact",0.1
"602","10.1016/j.jas.2020.105291","p = 0.6). ","exact",0.6
"603","10.1016/j.jas.2020.105291","p = 0.33),","exact",0.33
"604","10.1016/j.jas.2020.105295","p = 0.017)","exact",0.017
"605","10.1016/j.jas.2020.105295","p < 0.001)","inequ",5e-04
"606","10.1016/j.jas.2020.105295","p = 0.247)","exact",0.247
"607","10.1016/j.jas.2020.105295","p = 0.114)","exact",0.114
"608","10.1016/j.jas.2020.105295","p = 0.143)","exact",0.143
"609","10.1016/j.jas.2020.105295","p < 0.001)","inequ",5e-04
"610","10.1016/j.jas.2020.105263","p = toumba","exact",NA
"611","10.1016/j.jas.2020.105263","p > 0.75 4","inequ",0.75
"612","10.1016/j.jas.2020.105263","p < 0.75 i","inequ",0.75
"613","10.1016/j.jas.2020.105266","p < 0.05).","inequ",0.025
"614","10.1016/j.jas.2020.105266","p = 0.072)","exact",0.072
"615","10.1016/j.jas.2020.105266","p = 0.0055","exact",0.0055
"616","10.1016/j.jas.2020.105266","p = 0.0934","exact",0.0934
"617","10.1016/j.jas.2020.105266","p < 0.05) ","inequ",0.025
"618","10.1016/j.jas.2020.105266","p < 0.0001","inequ",5e-05
"619","10.1016/j.jas.2020.105266","p < 0.05).","inequ",0.025
"620","10.1016/j.jas.2020.105266","p < 0.0001","inequ",5e-05
"621","10.1016/j.jas.2020.105266","p < 0.0001","inequ",5e-05
"622","10.1016/j.jas.2020.105264","p < 0.0001","inequ",5e-05
"623","10.1016/j.jas.2020.105260","p = .153 p","exact",0.153
"624","10.1016/j.jas.2020.105260","p = .321 p","exact",0.321
"625","10.1016/j.jas.2020.105260","p = .102 p","exact",0.102
"626","10.1016/j.jas.2020.105260","p = .446 p","exact",0.446
"627","10.1016/j.jas.2020.105260","p = .0001)","exact",1e-04
"628","10.1016/j.jas.2020.105226","p = 0.0050","exact",0.005
"629","10.1016/j.jas.2020.105226","p = 0.0067","exact",0.0067
"630","10.1016/j.jas.2020.105226","p = 0.0108","exact",0.0108
"631","10.1016/j.jas.2020.105226","p = 0.0175","exact",0.0175
"632","10.1016/j.jas.2020.105252","p = 6615; ","exact",6615
"633","10.1016/j.jas.2020.105240","p < 0.000)","inequ",0
"634","10.1016/j.jas.2020.105238","p = 0.004)","exact",0.004
"635","10.1016/j.jas.2020.105238","p = 0.437)","exact",0.437
"636","10.1016/j.jas.2020.105238","p = 0.081)","exact",0.081
"637","10.1016/j.jas.2020.105238","p = 0.004)","exact",0.004
"638","10.1016/j.jas.2020.105238","p = 0.014)","exact",0.014
"639","10.1016/j.jas.2020.105238","p = 0.295)","exact",0.295
"640","10.1016/j.jas.2020.105238","p = 0.015)","exact",0.015
"641","10.1016/j.jas.2020.105238","p = 0.023)","exact",0.023
"642","10.1016/j.jas.2020.105238","p = 0.018;","exact",0.018
"643","10.1016/j.jas.2020.105238","p = 0.550)","exact",0.55
"644","10.1016/j.jas.2020.105238","p = 0.288)","exact",0.288
"645","10.1016/j.jas.2020.105238","p = 0.963 ","exact",0.963
"646","10.1016/j.jas.2020.105238","p = 0.788 ","exact",0.788
"647","10.1016/j.jas.2020.105238","p = 0.007)","exact",0.007
"648","10.1016/j.jas.2020.105238","p = 0.084)","exact",0.084
"649","10.1016/j.jas.2020.105217","p = 0.001)","exact",0.001
"650","10.1016/j.jas.2020.105217","p = 0.214)","exact",0.214
"651","10.1016/j.jas.2020.105217","p = 0.315)","exact",0.315
"652","10.1016/j.jas.2020.105217","p = 0.181)","exact",0.181
"653","10.1016/j.jas.2020.105219","p = n n wh","exact",NA
"654","10.1016/j.jas.2020.105219","p = preval","exact",1e-05
"655","10.1016/j.jas.2020.105218","p < 0.01; ","inequ",0.005
"656","10.1016/j.jas.2020.105218","p < 0.05. ","inequ",0.025
"657","10.1016/j.jas.2020.105218","p = 0.046,","exact",0.046
"658","10.1016/j.jas.2020.105218","p < 0.001.","inequ",5e-04
"659","10.1016/j.jas.2020.105181","p = 7 × 10","exact",7
"660","10.1016/j.jas.2020.105181","p = 9 × 10","exact",9
"661","10.1016/j.jas.2020.105181","p = 7 × 10","exact",7
"662","10.1016/j.jas.2020.105190","p = 25.2; ","exact",25.2
"663","10.1016/j.jas.2020.105203","p = 0.06) ","exact",0.06
"664","10.1016/j.jas.2020.105203","p = 0.089;","exact",0.089
"665","10.1016/j.jas.2020.105203","p = 0.736)","exact",0.736
"666","10.1016/j.jas.2020.105203","p = 0.845;","exact",0.845
"667","10.1016/j.jas.2020.105203","p = 0.195)","exact",0.195
"668","10.1016/j.jas.2020.105203","p = 0.900)","exact",0.9
"669","10.1016/j.jas.2020.105203","p = 0.756;","exact",0.756
"670","10.1016/j.jas.2020.105203","p = 0.883)","exact",0.883
"671","10.1016/j.jas.2020.105203","p = 0.325;","exact",0.325
"672","10.1016/j.jas.2020.105203","p = 0.539)","exact",0.539
"673","10.1016/j.jas.2020.105203","p = 0.502;","exact",0.502
"674","10.1016/j.jas.2020.105203","p = 0.760)","exact",0.76
"675","10.1016/j.jas.2020.105203","p = 0.060)","exact",0.06
"676","10.1016/j.jas.2020.105203","p = 0.002)","exact",0.002
"677","10.1016/j.jas.2020.105203","p = 0.060;","exact",0.06
"678","10.1016/j.jas.2020.105203","p = 0.681)","exact",0.681
"679","10.1016/j.jas.2020.105177","p = 0.81).","exact",0.81
"680","10.1016/j.jas.2020.105177","p = 0.001)","exact",0.001
"681","10.1016/j.jas.2020.105177","p = 0.02),","exact",0.02
"682","10.1016/j.jas.2020.105177","p = 0.14).","exact",0.14
"683","10.1016/j.jas.2020.105177","p = 0.002)","exact",0.002
"684","10.1016/j.jas.2020.105201","p < 0.05. ","inequ",0.025
"685","10.1016/j.jas.2020.105201","p < 0.002,","inequ",0.002
"686","10.1016/j.jas.2020.105201","p < 0.001,","inequ",5e-04
"687","10.1016/j.jas.2020.105201","p < 0.001;","inequ",5e-04
"688","10.1016/j.jas.2020.105201","p = 0.36, ","exact",0.36
"689","10.1016/j.jas.2020.105201","p = 0.08, ","exact",0.08
"690","10.1016/j.jas.2020.105201","p < 0.001,","inequ",5e-04
"691","10.1016/j.jas.2020.105201","p < 0.001,","inequ",5e-04
"692","10.1016/j.jas.2020.105201","p < 0.001;","inequ",5e-04
"693","10.1016/j.jas.2020.105205","p < 0.05) ","inequ",0.025
"694","10.1016/j.jas.2020.105205","p = 0.21) ","exact",0.21
"695","10.1016/j.jas.2020.105205","p < 0.001)","inequ",5e-04
"696","10.1016/j.jas.2020.105205","p < 0.001)","inequ",5e-04
"697","10.1016/j.jas.2020.105205","p < 0.001)","inequ",5e-04
"698","10.1016/j.jas.2020.105205","p < 0.001)","inequ",5e-04
"699","10.1016/j.jas.2020.105205","p < 0.001)","inequ",5e-04
"700","10.1016/j.jas.2020.105198","p = 0.0000","exact",0
"701","10.1016/j.jas.2020.105198","p = 0.0104","exact",0.0104
"702","10.1016/j.jas.2020.105198","p = 0.0264","exact",0.0264
"703","10.1016/j.jas.2020.105198","p = 0.0002","exact",2e-04
"704","10.1016/j.jas.2020.105200","p < 0.05).","inequ",0.025
"705","10.1016/j.jas.2020.105200","p < 0.05).","inequ",0.025
"706","10.1016/j.jas.2020.105194","p > 0.05 (","inequ",0.05
"707","10.1016/j.jas.2020.105196","p = 0.048)","exact",0.048
"708","10.1016/j.jas.2020.105180","p < 0.05 a","inequ",0.025
"709","10.1016/j.jas.2020.105189","p < 0.0001","inequ",5e-05
"710","10.1016/j.jas.2020.105189","p = 0.05/n","exact",0.05
"711","10.1016/j.jas.2020.105189","p < 0.005.","inequ",0.005
"712","10.1016/j.jas.2020.105168","p< 0.05 ,","inequ",0.025
"713","10.1016/j.jas.2020.105163","p = 0° for","exact",0
"714","10.1016/j.jas.2020.105163","p = 0°. we","exact",1e-05
"715","10.1016/j.jas.2020.105163","p = 0° cor","exact",0
"716","10.1016/j.jas.2020.105163","p = 180° c","exact",180
"717","10.1016/j.jas.2020.105163","p = 6.46 e","exact",1e-05
"718","10.1016/j.jas.2020.105159","p > 0.05),","inequ",0.05
"719","10.1016/j.jas.2020.105159","p < 0.05) ","inequ",0.025
"720","10.1016/j.jas.2020.105159","p < 0.01, ","inequ",0.005
"721","10.1016/j.jas.2020.105159","p < 0.01, ","inequ",0.005
"722","10.1016/j.jas.2020.105161","p = 0.0005","exact",5e-04
"723","10.1016/j.jas.2020.105161","p = 0.539,","exact",0.539
"724","10.1016/j.jas.2020.105161","p = 0.290,","exact",0.29
"725","10.1016/j.jas.2020.105161","p = 0.67).","exact",0.67
"726","10.1016/j.jas.2020.105161","p = 0.002)","exact",0.002
"727","10.1016/j.jas.2020.105161","p = 0.000)","exact",0
"728","10.1016/j.jas.2020.105161","p = 0.593)","exact",0.593
"729","10.1016/j.jas.2020.105161","p = 0.002)","exact",0.002
"730","10.1016/j.jas.2020.105161","p = 0.007)","exact",0.007
"731","10.1016/j.jas.2020.105161","p = 0.0001","exact",1e-04
"732","10.1016/j.jas.2020.105161","p = 0.030)","exact",0.03
"733","10.1016/j.jas.2020.105161","p = 0.000)","exact",0
"734","10.1016/j.jas.2020.105161","p = 0.053)","exact",0.053
"735","10.1016/j.jas.2020.105161","p = 0.012)","exact",0.012
"736","10.1016/j.jas.2020.105161","p = 0.000)","exact",0
"737","10.1016/j.jas.2020.105161","p = 0.011;","exact",0.011
"738","10.1016/j.jas.2020.105161","p = 0.015)","exact",0.015
"739","10.1016/j.jas.2020.105162","p = 0.77).","exact",0.77
"740","10.1016/j.jas.2020.105142","p < 0.05. ","inequ",0.025
"741","10.1016/j.jas.2020.105142","p < 0.05. ","inequ",0.025
"742","10.1016/j.jas.2020.105123","p = spinel","exact",1e-05
"743","10.1016/j.jas.2020.105123","p = feldsp","exact",1e-05
"744","10.1016/j.jas.2020.105123","p = graphi","exact",NA
"745","10.1016/j.jas.2020.105123","p = graphi","exact",NA
