"","doi","ps","reporting","p_value"
"3453","10.1016/j.jasrep.2019.101904","p = 0.046 ","exact",0.046
"3454","10.1016/j.jasrep.2019.101904","p = 0.046 ","exact",0.046
"3455","10.1016/j.jasrep.2019.101904","p = 0.015 ","exact",0.015
"3456","10.1016/j.jasrep.2019.101904","p = 0.015 ","exact",0.015
"3457","10.1016/j.jasrep.2019.101904","p = 0.046 ","exact",0.046
"3458","10.1016/j.jasrep.2019.101904","p = 0.046 ","exact",0.046
"3459","10.1016/j.jasrep.2019.101904","p = 0.001 ","exact",0.001
"3460","10.1016/j.jasrep.2019.101904","p = 0.000 ","exact",0
"3461","10.1016/j.jasrep.2019.101904","p = 0.046 ","exact",0.046
"3462","10.1016/j.jasrep.2019.101904","p = 0.046 ","exact",0.046
"3463","10.1016/j.jasrep.2019.101904","p = 0.000 ","exact",0
"3464","10.1016/j.jasrep.2019.101904","p = 0.000 ","exact",0
"3465","10.1016/j.jasrep.2019.101904","p = 0.004 ","exact",0.004
"3466","10.1016/j.jasrep.2019.101904","p = 0.004 ","exact",0.004
"3467","10.1016/j.jasrep.2019.101904","p = 0.000 ","exact",0
"3468","10.1016/j.jasrep.2019.101904","p = 0.000 ","exact",0
"3469","10.1016/j.jasrep.2019.101904","p = 0.000 ","exact",0
"3470","10.1016/j.jasrep.2019.101904","p = 0.000 ","exact",0
"3471","10.1016/j.jasrep.2019.101904","p = 0.000 ","exact",0
"3472","10.1016/j.jasrep.2019.101904","p = 0.000 ","exact",0
"3473","10.1016/j.jasrep.2019.101904","p = 0.000 ","exact",0
"3474","10.1016/j.jasrep.2019.101904","p = 0.000 ","exact",0
"3475","10.1016/j.jasrep.2019.101904","p = 0.001 ","exact",0.001
"3476","10.1016/j.jasrep.2019.101904","p = 0.046 ","exact",0.046
"3477","10.1016/j.jasrep.2019.101904","p = 0.046 ","exact",0.046
"3478","10.1016/j.jasrep.2019.101904","p = 0.046 ","exact",0.046
"3479","10.1016/j.jasrep.2019.101904","p = 0.001 ","exact",0.001
"3480","10.1016/j.jasrep.2019.101904","p = 0.000 ","exact",0
"3481","10.1016/j.jasrep.2019.101904","p = 0.000 ","exact",0
"3482","10.1016/j.jasrep.2019.101904","p = 0.000 ","exact",0
"3483","10.1016/j.jasrep.2019.101904","p = 0.000 ","exact",0
"3484","10.1016/j.jasrep.2019.101904","p = 0.046 ","exact",0.046
"3485","10.1016/j.jasrep.2019.101904","p = 0.000 ","exact",0
"3486","10.1016/j.jasrep.2019.101904","p = 0.000 ","exact",0
"3487","10.1016/j.jasrep.2019.101904","p = 0.000 ","exact",0
"3488","10.1016/j.jasrep.2019.101904","p = 0.000 ","exact",0
"3489","10.1016/j.jasrep.2019.101904","p = 0.000 ","exact",0
"3490","10.1016/j.jasrep.2019.101904","p = 0.000 ","exact",0
"3491","10.1016/j.jasrep.2019.101904","p = 0.000 ","exact",0
"3492","10.1016/j.jasrep.2019.101904","p = 0.001 ","exact",0.001
"3493","10.1016/j.jasrep.2019.101904","p = 0.000 ","exact",0
"3494","10.1016/j.jasrep.2019.101904","p = 0.000 ","exact",0
"3495","10.1016/j.jasrep.2019.101904","p = 0.001 ","exact",0.001
"3496","10.1016/j.jasrep.2019.101904","p = 0.046 ","exact",0.046
"3497","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3498","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3499","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3500","10.1016/j.jasrep.2019.101904","p = 0.461 ","exact",0.461
"3501","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3502","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3503","10.1016/j.jasrep.2019.101904","p = 0.333 ","exact",0.333
"3504","10.1016/j.jasrep.2019.101904","p = 0.001 ","exact",0.001
"3505","10.1016/j.jasrep.2019.101904","p = 0.003 ","exact",0.003
"3506","10.1016/j.jasrep.2019.101904","p = 0.104 ","exact",0.104
"3507","10.1016/j.jasrep.2019.101904","p = 0.047 ","exact",0.047
"3508","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3509","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3510","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3511","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3512","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3513","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3514","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3515","10.1016/j.jasrep.2019.101904","p = 0.008 ","exact",0.008
"3516","10.1016/j.jasrep.2019.101904","p = 0.016 ","exact",0.016
"3517","10.1016/j.jasrep.2019.101904","p = 0.445 ","exact",0.445
"3518","10.1016/j.jasrep.2019.101904","p = 0.220 ","exact",0.22
"3519","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3520","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3521","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3522","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3523","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3524","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3525","10.1016/j.jasrep.2019.101904","p = 0.056 ","exact",0.056
"3526","10.1016/j.jasrep.2019.101904","p = 0.109 ","exact",0.109
"3527","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3528","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3529","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3530","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3531","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3532","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3533","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3534","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3535","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3536","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3537","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3538","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3539","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3540","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3541","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3542","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3543","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3544","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3545","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3546","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3547","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3548","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3549","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3550","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3551","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3552","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3553","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3554","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3555","10.1016/j.jasrep.2019.101904","p = 0.461 ","exact",0.461
"3556","10.1016/j.jasrep.2019.101904","p = 0.802 ","exact",0.802
"3557","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3558","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3559","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3560","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3561","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3562","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3563","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3564","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3565","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3566","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3567","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3568","10.1016/j.jasrep.2019.101904","p = 0.018 ","exact",0.018
"3569","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3570","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3571","10.1016/j.jasrep.2019.101904","p = 0.036 ","exact",0.036
"3572","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3573","10.1016/j.jasrep.2019.101904","p = 0.829 ","exact",0.829
"3574","10.1016/j.jasrep.2019.101904","p = 0.429 ","exact",0.429
"3575","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3576","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3577","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3578","10.1016/j.jasrep.2019.101904","p = 0.857 ","exact",0.857
"3579","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3580","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3581","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3582","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3583","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3584","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3585","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3586","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3587","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3588","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3589","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3590","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3591","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3592","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3593","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3594","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3595","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3596","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3597","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3598","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3599","10.1016/j.jasrep.2019.101904","p = 0.056 ","exact",0.056
"3600","10.1016/j.jasrep.2019.101904","p = 0.569 ","exact",0.569
"3601","10.1016/j.jasrep.2019.101904","p = 0.654 ","exact",0.654
"3602","10.1016/j.jasrep.2019.101904","p = 0.072 ","exact",0.072
"3603","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3604","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3605","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3606","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3607","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3608","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3609","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3610","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3611","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3612","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3613","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3614","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3615","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3616","10.1016/j.jasrep.2019.101904","p = 0.212 ","exact",0.212
"3617","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3618","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3619","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3620","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3621","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3622","10.1016/j.jasrep.2019.101904","p = 0.321 ","exact",0.321
"3623","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3624","10.1016/j.jasrep.2019.101904","p = 0.004 ","exact",0.004
"3625","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3626","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3627","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3628","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3629","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3630","10.1016/j.jasrep.2019.101904","p = 0.610 ","exact",0.61
"3631","10.1016/j.jasrep.2019.101904","p = 0.061 ","exact",0.061
"3632","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3633","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3634","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3635","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3636","10.1016/j.jasrep.2019.101904","p = 0.700 ","exact",0.7
"3637","10.1016/j.jasrep.2019.101904","p = 0.072 ","exact",0.072
"3638","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3639","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3640","10.1016/j.jasrep.2019.101904","p = 0.399 ","exact",0.399
"3641","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3642","10.1016/j.jasrep.2019.101904","p = 0.005 ","exact",0.005
"3643","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3644","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3645","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3646","10.1016/j.jasrep.2019.101904","p = 0.133 ","exact",0.133
"3647","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3648","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3649","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3650","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3651","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3652","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3653","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3654","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3655","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3656","10.1016/j.jasrep.2019.101904","p = 0.001 ","exact",0.001
"3657","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3658","10.1016/j.jasrep.2019.101904","p = 0.072 ","exact",0.072
"3659","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3660","10.1016/j.jasrep.2019.101904","p = 0.750 ","exact",0.75
"3661","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3662","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3663","10.1016/j.jasrep.2019.101904","p = 0.006 ","exact",0.006
"3664","10.1016/j.jasrep.2019.101904","p = 0.021 ","exact",0.021
"3665","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3666","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3667","10.1016/j.jasrep.2019.101904","p = 0.061 ","exact",0.061
"3668","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3669","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3670","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3671","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3672","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3673","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3674","10.1016/j.jasrep.2019.101904","p = 0.321 ","exact",0.321
"3675","10.1016/j.jasrep.2019.101904","p = 0.802 ","exact",0.802
"3676","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3677","10.1016/j.jasrep.2019.101904","p = 0.015 ","exact",0.015
"3678","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3679","10.1016/j.jasrep.2019.101904","p = 0.700 ","exact",0.7
"3680","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3681","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3682","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3683","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3684","10.1016/j.jasrep.2019.101904","p = 0.092 ","exact",0.092
"3685","10.1016/j.jasrep.2019.101904","p = 0.256 ","exact",0.256
"3686","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3687","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3688","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3689","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3690","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3691","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3692","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3693","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3694","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3695","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3696","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3697","10.1016/j.jasrep.2019.101904","p = 0.700 ","exact",0.7
"3698","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3699","10.1016/j.jasrep.2019.101904","p = 0.100 ","exact",0.1
"3700","10.1016/j.jasrep.2019.101904","p = 0.238 ","exact",0.238
"3701","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3702","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3703","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3704","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3705","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3706","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3707","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3708","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3709","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3710","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3711","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3712","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3713","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3714","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3715","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3716","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3717","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3718","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3719","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3720","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3721","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3722","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3723","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3724","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3725","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3726","10.1016/j.jasrep.2019.101904","p = 0.495 ","exact",0.495
"3727","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3728","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3729","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3730","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3731","10.1016/j.jasrep.2019.101904","p = 0.749 ","exact",0.749
"3732","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3733","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3734","10.1016/j.jasrep.2019.101904","p = 0.018 ","exact",0.018
"3735","10.1016/j.jasrep.2019.101904","p = 0.979 ","exact",0.979
"3736","10.1016/j.jasrep.2019.101904","p = 0.061 ","exact",0.061
"3737","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3738","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3739","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3740","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3741","10.1016/j.jasrep.2019.101904","p = 0.018 ","exact",0.018
"3742","10.1016/j.jasrep.2019.101904","p = 0.001 ","exact",0.001
"3743","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3744","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3745","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3746","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3747","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3748","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3749","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3750","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3751","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3752","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3753","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3754","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3755","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3756","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3757","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3758","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3759","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3760","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3761","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3762","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3763","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3764","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3765","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3766","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3767","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3768","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3769","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3770","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3771","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3772","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3773","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3774","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3775","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3776","10.1016/j.jasrep.2019.101904","p = 0.256 ","exact",0.256
"3777","10.1016/j.jasrep.2019.101904","p = 0.175 ","exact",0.175
"3778","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3779","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3780","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3781","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3782","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3783","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3784","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3785","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3786","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3787","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3788","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3789","10.1016/j.jasrep.2019.101904","p = 0.700 ","exact",0.7
"3790","10.1016/j.jasrep.2019.101904","p = 0.495 ","exact",0.495
"3791","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3792","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3793","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3794","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3795","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3796","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3797","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3798","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3799","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3800","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3801","10.1016/j.jasrep.2019.101904","p = 0.256 ","exact",0.256
"3802","10.1016/j.jasrep.2019.101904","p = 0.015 ","exact",0.015
"3803","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3804","10.1016/j.jasrep.2019.101904","p = 0.175 ","exact",0.175
"3805","10.1016/j.jasrep.2019.101904","p = 0.009 ","exact",0.009
"3806","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3807","10.1016/j.jasrep.2019.101904","p = 0.149 ","exact",0.149
"3808","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3809","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3810","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3811","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3812","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3813","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3814","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3815","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3816","10.1016/j.jasrep.2019.101904","p = 0.078 ","exact",0.078
"3817","10.1016/j.jasrep.2019.101904","p = 0.321 ","exact",0.321
"3818","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3819","10.1016/j.jasrep.2019.101904","p = 0.979 ","exact",0.979
"3820","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3821","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3822","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3823","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3824","10.1016/j.jasrep.2019.101904","p = 0.018 ","exact",0.018
"3825","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3826","10.1016/j.jasrep.2019.101904","p = 0.654 ","exact",0.654
"3827","10.1016/j.jasrep.2019.101904","p = 0.001 ","exact",0.001
"3828","10.1016/j.jasrep.2019.101904","p = 0.004 ","exact",0.004
"3829","10.1016/j.jasrep.2019.101904","p = 0.429 ","exact",0.429
"3830","10.1016/j.jasrep.2019.101904","p = 0.018 ","exact",0.018
"3831","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3832","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3833","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3834","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
"3835","10.1016/j.jasrep.2019.101904","p = 1.000 ","exact",1
